# z(km)  IWC(g/m3)  r_eff(micron)
 9.0000      0.000          0.000
 8.9286      0.020          7.189
 8.8571      0.026          8.702
 8.7857      0.032         10.192
 8.7143      0.038         11.657
 8.6429      0.045         13.091
 8.5714      0.051         14.489
 8.5000      0.057         15.842
 8.4286      0.063         17.138
 8.3571      0.069         18.359
 8.2857      0.075         19.478
 8.2143      0.082         20.445
 8.1429      0.088         21.160
 8.0714      0.094         21.349
 8.0000      0.100         19.177
